width,phase_mean,phase_std,mag_mean
0.225,-2.7034093876004155,0.0002028292964811754,0.8132956715525022
0.226,-2.7817594679857227,0.00019770853287876788,0.8225234028468167
0.227,-2.871153122039468,0.0001940909467433471,0.8346033510123647
0.228,-2.9714930771817722,0.00019265281241279171,0.8489778483920004
0.229,-3.0819892126438693,0.0001938458023867868,0.8640645252893038
0.23,3.082213843912504,0.000197873132968928,0.8772571213700439
0.231,2.9568736181642046,0.00020472922130658096,0.8854736833250728
0.232,2.826748089762591,0.00021435369043017557,0.8858437723448847
0.233,2.691809240592087,0.00022693015791250837,0.8758946247293502
0.234,2.5494291009927768,0.00024326640932189396,0.8529301969041269
0.235,2.394606992024761,0.00026529644170829287,0.8129044723526968
0.235,2.3946069920247455,0.00026529644170821524,0.8129044723526883
0.236,2.222726085761309,0.0002968314829870658,0.7503430736671788
0.237,2.0330753452824437,0.0003450979651384781,0.6606697347937344
0.238,1.8318931303288422,0.0004245878795968108,0.5451217868831597
0.239,1.631642599602035,0.000568075854813876,0.4143960540721911
0.24,1.4437669841172975,0.0008670064900344805,0.2845744225783859
0.241,1.2683672006387612,0.0016848834209545077,0.1687325841642042
0.242,1.0651340903801265,0.005735677805996374,0.07712247886588533
0.243,-1.8754422486245486,0.005329200353829812,0.05269760264493996
0.244,-2.0743774729782074,0.00046268046985327687,0.10337054946191493
0.245,-2.190184858434953,0.00019854301215057384,0.16587200319698506
0.246,-2.2861824999393243,0.00022306798639648174,0.22650923003034723
0.247,-2.3762973211904974,0.00021270187660264665,0.2860835678699756
0.248,-2.464594285389984,0.00019630249080794843,0.3448595350477873
0.249,-2.5519973822620527,0.00018383855369590978,0.4023818567759946
0.25,-2.638330874217618,0.00017837112626428018,0.45797292878535917
0.251,-2.72336461732914,0.00018036691977990862,0.5111458958212739
0.252,-2.8078252257017193,0.00018917640895323637,0.5620625005124509
0.253,-2.8940307670697063,0.00020412629319320374,0.6116955692902313
0.254,-2.987078953147277,0.00022557928142978055,0.6621217123556097
0.255,-3.0967832565947693,0.0002561612824757966,0.7166489987975859
0.256,3.0396072660974993,0.0003032204196810932,0.7797506570008975
0.257,2.805262914101936,0.0003867683562347466,0.8521286015626602
0.258,2.3353315325091546,0.0005780015981781904,0.8704412177386464
0.259,1.4390717226264684,0.0014166122525685846,0.4459806733555525
0.26,-2.283822500875823,0.0012049781709341416,0.12192823468746292
0.261,-2.6699511441950228,0.0005186747644209214,0.37986285047735385
0.262,-2.868475149845341,0.00032081934993959035,0.5060389598126386
0.263,-3.0100498798550226,0.0002558865053727355,0.5808968809734432
0.264,-3.128556582044037,0.00023874723569179752,0.6318160734624018
0.265,3.0434309536170376,0.0002477852089024917,0.6703537243809536
0.265,3.0434309536170456,0.00024778520890240204,0.6703537243809519
0.266,2.9294981309200625,0.00027938546352706823,0.7023267303189401
0.267,2.804320598583961,0.0003423309589808216,0.7302967109402292
0.268,2.656317405545315,0.0004718611346694088,0.7528763633252314
0.269,2.446800974711086,0.0008381493554657615,0.7553922303383986
0.27,1.6108736919552102,0.007281460218559551,0.34907124973450054
0.271,2.6627289009741686,0.000938253452512296,0.8673692116729724
0.272,2.400793039996002,0.000411822231414537,0.8804183581637899
0.273,2.2482370620857495,0.0002560388950820967,0.8842069672931542
0.274,2.124998008189817,0.00019164435412111056,0.8845663696165432
0.275,2.0124921975033296,0.00017928852053590788,0.8822291010576524
0.276,1.8976841291831155,0.00023144969450858855,0.8784918943745947
0.277,1.7453212115848908,0.00048314843099754953,0.87924233162582
0.278,2.186322824003698,0.0026267488897959625,0.6397999658544354
0.279,1.7326192611009679,0.00034953069472951916,0.8001587563794647
0.28,1.613971320235905,0.0001831280346764539,0.7914712431507513
